spotify_id,name,followers,popularity,degree,degree_centrality,clustering,pagerank,community,has_chart_hits
4JNo6Q5KdcRf1vtSX9mB0S,João Gomes,4122782.0,74,9,5.757457506765013e-05,0.3055555555555556,9.497162821070583e-06,0,1
7pnSkMU0hGGIay6tPvbsCo,Khea,296.0,0,0,0.0,0.0,9.754774718355528e-07,6,1
68fwnXPTQaiMV7rKvSkTYQ,Daniela Reyes,2348.0,25,2,1.2794350015033362e-05,0.0,3.949514413881219e-06,0,1
5Matrg5du62bXwer29cU5T,Benny The Butcher,266547.0,64,94,0.000601334450706568,0.03180050331731869,0.0001205059175409323,0,1
0qZ24TkLCHoE3ajCzGItJ1,Sharmoofers,453284.0,37,6,3.8383050045100085e-05,0.0,1.343454812171878e-05,0,1
4e0nWw2r4BoQSKPQ2zpU13,Ray Dalton,39139.0,71,11,7.036892508268349e-05,0.12727272727272726,1.1649535405566068e-05,0,1
1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,774079.0,56,1,6.397175007516681e-06,0.0,4.180802992472283e-06,7,1
0H1pP8C4zaVSilRjiRa2Wy,D1NO,19269.0,48,0,0.0,0.0,9.754774718355528e-07,8,1
2HmmA3GhP0xsbRUiDllJUn,Pep & Rash,77599.0,39,24,0.00015353220018040034,0.06884057971014493,2.5588989636729945e-05,0,1
2xIWjLEjEkPdclYsGGMTpK,B10,80926.0,45,4,2.5588700030066723e-05,0.0,1.0562653805618745e-05,0,1
4RA4PC3WHM9OHZLExirTcU,APO Hiking Society,619169.0,56,14,8.956045010523352e-05,0.0,3.513067322914666e-05,9,1
2AZOALDIBORfbzKTuliwdJ,Cristian Castro,2620684.0,69,56,0.0003582418004209341,0.016233766233766232,7.392833479712157e-05,0,1
7IpcJM0UZeU4b2SV9YRCqx,Alika,28254.0,0,0,0.0,0.0,9.754774718355528e-07,10,1
3V79CTgRnsDdJSTqKitROv,Nobuo Uematsu,264682.0,61,50,0.000319858750375834,0.0,0.00010523002811033336,0,1
7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,1351452.0,64,45,0.0002878728753382506,0.07171717171717172,4.300222652576487e-05,0,1
15NoI73ol1fVF11li1RKMB,Nick Lopez,3252.0,31,6,3.8383050045100085e-05,0.06666666666666667,8.668932779855884e-06,0,1
6HHje5tfmzWK8PsSaoJ9Xp,SAMSONS,887275.0,57,1,6.397175007516681e-06,0.0,2.908034037672682e-06,0,1
6pUYaWjHnY2HdN6RC6ELml,Total Ape,3330.0,34,15,9.595762511275021e-05,0.009523809523809525,1.5453588194033193e-05,0,1
2L6UrPU37b4pCVWqURjkEX,DON EAZY,1210.0,28,2,1.2794350015033362e-05,0.0,3.852791447465393e-06,0,1
1IQ4CjwKkdARjL5KtYiMt4,Ez Mil,68207.0,44,3,1.9191525022550042e-05,0.0,1.0907412389197329e-05,11,1
0t7vWPRBcVv4xBEHPZHSWA,Sitti,74147.0,47,4,2.5588700030066723e-05,0.0,7.181964391351241e-06,0,1
6bOZtDVI19rOqC4NWihcea,Los Pikantes,7752.0,33,8,5.1177400060133446e-05,0.07142857142857142,1.551685069995522e-05,0,1
4XC335ouK6pXyq4QiIb8bP,Eliza Rose,12038.0,69,5,3.198587503758341e-05,0.0,1.2588210032917396e-05,0,1
0LyOADBjj28cbvJWTXUEGA,Loren Allred,111839.0,58,6,3.8383050045100085e-05,0.06666666666666667,8.946586333329557e-06,0,1
3JCyEziWwDZksR1WY8EckM,Darío Gómez,444728.0,58,19,0.00012154632514281693,0.07017543859649122,2.7988228076957254e-05,0,1
6Xg22wJOAcnvPUfk5WvODH,JEON SOYEON,626827.0,56,11,7.036892508268349e-05,0.05454545454545454,1.3409208656258458e-05,0,1
2Dxbev9hZzbiEEwocnObzH,Faul,16673.0,36,6,3.8383050045100085e-05,0.0,7.919701460741087e-06,0,1
70x9rYb58QCNNeNxuO3StS,Bruno & Barretto,2455856.0,60,20,0.00012794350015033363,0.09473684210526316,2.449372800798959e-05,0,1
1tKrZaph4cLsnEdqC5BNEQ,Clayton & Romário,101804.0,67,28,0.00017912090021046705,0.05026455026455026,3.425085791281153e-05,0,1
6IzWNWChYAg3JifycyUluR,Janne Koivunen,125.0,4,0,0.0,0.0,9.754774718355528e-07,12,1
0l8SbtNnklnNXq8RZC3YLy,Grailz Beni,4446.0,43,2,1.2794350015033362e-05,1.0,5.719692684767964e-06,13,1
6pZzHAdfBLIEkQVRUhB8ps,Cakra Khan,532592.0,52,3,1.9191525022550042e-05,0.0,5.672181315666919e-06,0,1
15tTVhFpH8EFXeDgO9xkRO,Trey Lewis,78275.0,56,3,1.9191525022550042e-05,0.0,8.96500209174732e-06,0,1
5YxFBIX6yyncauK1DmRPY7,Antti Ketonen,5466.0,32,1,6.397175007516681e-06,0.0,3.2935525405645753e-06,0,1
4FlKPhukcfvgdRVi4lUeji,Danni,10436.0,29,5,3.198587503758341e-05,0.0,6.951893229354849e-06,0,1
2tY2GFdhH0Wa2VBvsxew5X,Alex Ubago,1928777.0,64,30,0.00019191525022550042,0.034482758620689655,3.2954339382059304e-05,0,1
4XDBGHRPftnFVN98aR9hVZ,Jülevenner,55.0,3,18,0.00011514915013530026,0.16993464052287582,2.4924544701624684e-05,0,1
74TiOlvcz5OvCDBmOdfiyG,Apollon,51.0,19,0,0.0,0.0,9.754774718355528e-07,14,1
4u5rOZ3ecm8hFzCskgOEw3,Innertier,19208.0,38,7,4.478022505261676e-05,0.2857142857142857,1.0768049062809887e-05,0,1
7sjRnhONmeFL1tmlUvdq70,Fractures,35028.0,39,13,8.316327509771685e-05,0.0,2.0812111776477817e-05,0,1
0OYspJRShx3Yx7QIykOJgq,OG Ulla-Maija,20313.0,39,3,1.9191525022550042e-05,0.0,9.595137649251005e-06,0,1
5uO0iSpH2o5KCJfJI3oF2p,Pekka Ruuska,2779.0,33,6,3.8383050045100085e-05,0.0,1.720546076373347e-05,0,1
3VQDqjQ4wJyw8PzpGdlZpB,Colde,319488.0,56,12,7.676610009020017e-05,0.12121212121212122,1.534526602558424e-05,0,1
3LVYHgfHgCTy3QSRt5kKQg,Rasster,8930.0,49,61,0.0003902276754585175,0.00273224043715847,0.0001041650560501498,0,1
15KLH07gPcD01t7gy4PBFu,Kobi Peretz,83580.0,39,17,0.00010875197512778358,0.007352941176470588,3.072322052683151e-05,0,1
6LBCQo20ri3tsvbsWWLmr6,Powderfinger,396457.0,57,0,0.0,0.0,9.754774718355528e-07,15,1
4rAHyaEQmeABTKj0Rjok4V,DJ Travesura,25033.0,31,12,7.676610009020017e-05,0.030303030303030304,2.822467196039812e-05,0,1
29OFoMngbkNzwla2kczgdu,Leila AD,70114.0,44,2,1.2794350015033362e-05,0.0,2.613991674852804e-06,0,1
1s0U0EGo1JZZLMk3PMvmAX,Jonzmen,140.0,0,0,0.0,0.0,9.754774718355528e-07,16,1
4N874uPqBka1QiCvnCVOtr,Phoebe Ryan,339160.0,55,21,0.0001343406751578503,0.05714285714285714,2.194655424516745e-05,0,1
71hQB5jxdNiHk5gzZRhicQ,Sonoko Inoue,203114.0,55,2,1.2794350015033362e-05,0.0,7.118321394530086e-06,0,1
0W6YzWeMAORHYzwdGsU1Y2,ЛЯЛЬКА,9025.0,35,6,3.8383050045100085e-05,0.0,1.5255189330331427e-05,0,1
7siPnM6FjNP8KnXO5YDwAH,Mente Fuerte,175840.0,53,42,0.0002686813503157006,0.10569105691056911,4.591530324790054e-05,0,1
02qlwM8fpqep7vX8KKEFmK,LA Vision,7721.0,51,7,4.478022505261676e-05,0.09523809523809523,9.334813763126351e-06,0,1
7wU2WGCJ8HxkekHHE2QLul,Fuego,253571.0,67,101,0.0006461146757591848,0.049900990099009904,9.658997855767628e-05,0,1
7ciBW1p3KBsYIkFk4UmwS8,The Rudeboyz,14451.0,51,31,0.00019831242523301711,0.16989247311827957,2.5591545479593443e-05,0,1
3N7PAaiIBEDfL6y6Rwso48,Martin Stenmarck,25787.0,37,2,1.2794350015033362e-05,0.0,3.842284015102727e-06,0,1
2l35CQqtYRh3d8ZIiBep4v,MKTO,995449.0,66,8,5.1177400060133446e-05,0.0,1.0935366154340691e-05,0,1
62nVRNDLaS8m1p31F6omGw,José Madero,301455.0,62,5,3.198587503758341e-05,0.1,9.52598904926667e-06,0,1
6TYimByryGphZCtwYopH0y,Lauana Prado,2705362.0,69,33,0.00021110677524805046,0.09659090909090909,3.178551477980459e-05,0,1
6FJeuwLBCX8VSTf6hp1Vc9,Lege-Cy,345340.0,47,2,1.2794350015033362e-05,0.0,5.229184390405356e-06,0,1
6p93NbyqUbcIt3VDvBCBPa,Nanà ,292.0,1,0,0.0,0.0,9.754774718355528e-07,17,1
4vcc1VAbvzJjbMTsPYL6OU,黄霄雲,14334.0,47,7,4.478022505261676e-05,0.047619047619047616,1.2653871681356965e-05,0,1
4Wf4s9fjkHKp1B4kD86u4w,Sherol Dos Santos,6172.0,6,0,0.0,0.0,9.754774718355528e-07,18,1
6wje46d51a0hZE1gqkKL3J,TAEW,1385.0,31,2,1.2794350015033362e-05,0.0,3.7801226730692615e-06,0,1
6kG0WKHsAOfWp5IsizmQxR,SACHI,15361.0,40,19,0.00012154632514281693,0.0,2.6238845536142186e-05,0,1
0qZWRrQj38rwkxeRQ3HowZ,Ruben Annink,22014.0,43,9,5.757457506765013e-05,0.08333333333333333,1.0096038790332152e-05,0,1
7EuXVmTcFfpvmFbi1CTctP,Kuningasidea,19686.0,33,1,6.397175007516681e-06,0.0,2.9301654198903057e-06,0,1
0Do6bAo2kcVLp7ekzypskJ,A Banca Records,142541.0,49,70,0.00044780225052616765,0.014078674948240166,9.253075282306769e-05,0,1
1miuiUk8Xya3zRHZzqAYAW,Mokke,4495.0,42,6,3.8383050045100085e-05,0.13333333333333333,8.023621687310771e-06,0,1
0AtQAehoytV7j1r4O16dRb,Cooper Alan,251538.0,57,9,5.757457506765013e-05,0.0,2.110243545771042e-05,0,1
4ur1jCwyNlhgd0viJkOtcQ,YooA,54528.0,37,0,0.0,0.0,9.754774718355528e-07,19,1
6bUbaWCjpjUl7pBQ4FQKgF,Linus S,5519.0,4,0,0.0,0.0,9.754774718355528e-07,20,1
5qpRZGcyFKPkQqecBMZ1wz,Kamerzysta,142172.0,35,3,1.9191525022550042e-05,0.0,5.795562800336467e-06,0,1
5tG5dl5mS2wB5w72YBpsyg,Herbert Grönemeyer,629217.0,57,29,0.00018551807521798375,0.0024630541871921183,5.0368980137442273e-05,0,1
2PVg2kfkw7jNNVfy6ouB3H,Kpri,41055.0,47,6,3.8383050045100085e-05,0.26666666666666666,8.354403491983154e-06,0,1
1zO1FWFxxNUCqUuGATxZQZ,Gyakie,145598.0,51,13,8.316327509771685e-05,0.038461538461538464,1.494185982044836e-05,0,1
6meomXUCnPUYEWxITWNVZ0,Sherman Chung,10196.0,30,7,4.478022505261676e-05,0.047619047619047616,1.3615995184407197e-05,0,1
7mC8Nb2rN3hM0v0bpxaMzL,Kartky,277385.0,53,58,0.0003710361504359675,0.029643073200241985,7.121972655292173e-05,0,1
4h50ekU1ax70sX6deaIli9,RPG,10919.0,30,18,0.00011514915013530026,0.006535947712418301,3.7840816184489924e-05,0,1
5M3ffmRiOX9Q8Y4jNeR5wu,Wren Evans,26609.0,47,4,2.5588700030066723e-05,0.0,8.138978269203989e-06,0,1
12SCd6QOxrQJIfAe5Y4bDN,Marty McKay,2545.0,10,11,7.036892508268349e-05,0.0,1.7325150639345864e-05,0,1
2zWCw43oRZ74LlMb14JWVR,Cravata,218031.0,42,6,3.8383050045100085e-05,0.06666666666666667,1.0493678097647346e-05,0,1
00Ja3YjvU4DYCHWt6cPs42,Jolyon Petch,25807.0,50,137,0.0008764129760297852,0.0018248175182481751,0.0001992909483247174,0,1
4kwEd1P9j15ZqUVP5zK7Pv,Joe Stone,32782.0,55,69,0.000441405075518651,0.035379369138959935,7.084590092666074e-05,0,1
7drPVZKqAnbY227UltZV3l,Benedixhion,14722.0,39,17,0.00010875197512778358,0.0,3.6408013400710826e-05,0,1
3jPN2U65cMPzvozEBue5zp,SIDARTA,31493.0,60,7,4.478022505261676e-05,0.42857142857142855,8.010838025892818e-06,0,1
5xRZqaqEy9SX8GrmtXoSGT,G22,6659.0,33,6,3.8383050045100085e-05,0.13333333333333333,1.1495899421095193e-05,0,1
7BGR8y1VZAWK2oR4zD9COr,Protoje,335321.0,58,40,0.00025588700030066726,0.03717948717948718,4.985270691402024e-05,0,1
78G38bSvPxoyNTM9AzgkIP,Frank Løke,696.0,13,1,6.397175007516681e-06,0.0,6.5031831455701735e-06,21,1
23jUmiOyAG9Dzq6Ayp9LUG,SPACESPEAKERS,125637.0,28,6,3.8383050045100085e-05,0.2,1.0408849370656319e-05,0,1
4vH9G6Sah9CmkDMDy4jUwe,Sphera,1867.0,21,15,9.595762511275021e-05,0.0,3.733278785096024e-05,22,1
6NwYl6JuXxC9H8T0hkNg6Q,Herra Ylppö,25030.0,33,19,0.00012154632514281693,0.0,4.151237763507941e-05,0,1
55tJwpPIz9BMrSLM45iEXX,9MUSES,58.0,38,0,0.0,0.0,9.754774718355528e-07,23,0
2cHdytz9MoYGg1SReBPTWY,La Vida Moderna,4793.0,1,1,6.397175007516681e-06,0.0,6.5031831455701735e-06,24,1
0BMQhit4vJRkf4b1HO5qXv,ปรีชา ปัดภัย,11296.0,29,2,1.2794350015033362e-05,0.0,8.705297767383752e-06,25,1
7fFoO8E3rLkTJBItdhAwCy,Lars-Erik Larsson,1838.0,16,42,0.0002686813503157006,0.0023228803716608595,8.883741247309445e-05,0,1
5nWpcynsaMBFgtGmJODhdi,Devano,532807.0,45,3,1.9191525022550042e-05,0.0,8.326206003255567e-06,0,1
3JiKtJqdJ3qUhJRphJk1cT,Thodoris Ferris,34452.0,44,2,1.2794350015033362e-05,0.0,4.299585067934487e-06,0,1
3qL7BzwJOXq3EzAio36aLX,Ghea Indrawari,130128.0,49,3,1.9191525022550042e-05,0.0,7.812566071523681e-06,0,1
1BjUnGUvkdXUi1ULgcgZvQ,Mc Anônimo,71245.0,38,54,0.00034544745040590076,0.06429070580013976,6.507804543434826e-05,0,1
04MtOUkmIDC4LAxDDBjrOY,Andre Hazes,624155.0,60,31,0.00019831242523301711,0.017204301075268817,5.5095756298107555e-05,0,1
6p3G10bi9yrw3me7CDrCta,ACE COLLECTION,42762.0,43,0,0.0,0.0,9.754774718355528e-07,26,1
2bdcBjvuI9worc472GbeU0,Samuel Kim,255766.0,65,15,9.595762511275021e-05,0.0,3.0852722459587626e-05,0,1
4eU1y1C4Jxr7eFA56Aivwf,Trifecta,175.0,8,7,4.478022505261676e-05,0.047619047619047616,1.1394720173991854e-05,0,1
0BUTvSwaoKcP9ucuEyyYpr,Cassandra,16553.0,45,0,0.0,0.0,9.754774718355528e-07,27,1
23fqKkggKUBHNkbKtXEls4,Kygo,8134874.0,80,101,0.0006461146757591848,0.03188118811881188,0.0001024439602044034,0,1
0YUrJpMVgqTxD8UnfPRKEh,Fulo El Yeyo,17689.0,36,37,0.0002366954752781172,0.10810810810810811,4.4353771406981844e-05,0,1
5rI6C5mJm6GYXbGHhpHTu9,Attaque 77,479470.0,57,5,3.198587503758341e-05,0.0,9.435573636676004e-06,0,1
6SsTlCsuCYleNza6xGwynu,Agnes,118389.0,56,36,0.00023029830027060052,0.012698412698412698,4.672595488943514e-05,0,1
6SIzX2yHlfa3V0xDHLmrbe,ConfidentialMX,2122.0,26,0,0.0,0.0,9.754774718355528e-07,28,1
5a8n5eVrmneQvM5cRCqjfw,Ronnie Hussein,13568.0,28,0,0.0,0.0,9.754774718355528e-07,29,1
6nEgkeR03q2qtKZmrVq100,El Villano,294637.0,45,45,0.0002878728753382506,0.025252525252525252,5.849665982389314e-05,0,1
5UOOgRWguRmVZo1voJuQpf,Orgânico,196759.0,54,79,0.0005053768255938178,0.006815968841285297,0.00010722894403142002,0,1
7cEaNXXTHx3LokbjUUyHal,BIG Naughty,175577.0,59,38,0.00024309265028563386,0.06827880512091039,4.9006952417739616e-05,0,1
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,43188.0,54,0,0.0,0.0,9.754774718355528e-07,30,1
15UyjlO0ZuDaSjXUGytDbI,U Sung Eun,17395.0,36,15,9.595762511275021e-05,0.0,2.797673438264699e-05,0,1
1qGohIp3a4kh1Euymx0pyL,Ocean Park Standoff,27933.0,48,7,4.478022505261676e-05,0.047619047619047616,8.624791492138783e-06,0,1
1WgXqy2Dd70QQOU7Ay074N,AURORA,2426951.0,73,26,0.0001663265501954337,0.006153846153846154,3.574435221765082e-05,0,1
7AuBGlcUaHok37yr6u963C,Ehab Tawfik,352880.0,42,8,5.1177400060133446e-05,0.25,1.2236807920312309e-05,0,1
5Y1GOHdRGUuisf1Z2fCOUL,Spoky1911,21.0,0,0,0.0,0.0,9.754774718355528e-07,31,1
7h1amg0X7Q5d0D5KfuyKTg,Pyrex,29130.0,57,13,8.316327509771685e-05,0.3076923076923077,1.2062332410851875e-05,0,1
08XpoQUQ8CrwDVMo1BOEpj,Hala Al Turk,41244.0,28,2,1.2794350015033362e-05,0.0,6.235735596085336e-06,0,1
584RKJOLzbEflvpk6qFPS1,MC Ysa,21592.0,32,28,0.00017912090021046705,0.013227513227513227,3.701707458449333e-05,0,1
0TW5M8RYADmgeCP1q523hf,Kjartan Lauritzen,22029.0,42,16,0.00010235480012026689,0.008333333333333333,2.865078525184303e-05,0,1
3wYcmejLVtOoHIq9szUugh,Kaho Hung,24853.0,53,2,1.2794350015033362e-05,0.0,5.785932936028489e-06,0,1
5tf7Xldyt8YlDmudOZU0oh,Gimpson,3610.0,0,0,0.0,0.0,9.754774718355528e-07,32,1
5RdLYZ9xsG0EEVyn5Eetnh,Pimeys,3370.0,16,0,0.0,0.0,9.754774718355528e-07,33,1
4NGKV5T9KOY3eGtJ42fax0,Fynn Jamal,17459.0,32,3,1.9191525022550042e-05,0.3333333333333333,6.3314675863279815e-06,0,1
1Pu2OFhNGOTakxDgxoIXiv,Diego Boneta,90846.0,51,1,6.397175007516681e-06,0.0,6.5031831455701735e-06,34,1
7hwN21Cb3TydnAl2o3iOsE,starclouds,403.0,0,0,0.0,0.0,9.754774718355528e-07,35,1
5qRaZYOswQo7YMPgvdfU2f,25 hours,275793.0,49,2,1.2794350015033362e-05,0.0,5.851801445473348e-06,0,1
2RxCv6j8Wu2rYbmtOBvg6F,Abdul Majeed Abdullah,860938.0,45,17,0.00010875197512778358,0.04411764705882353,3.6154005769160296e-05,0,1
2Wihg8pti3bPnQ4ByrU309,Moreno,40619.0,28,20,0.00012794350015033363,0.021052631578947368,2.63141145803077e-05,0,1
0cbL6CYnRqpAxf1evwUVQD,Die Ärzte,871401.0,65,2,1.2794350015033362e-05,0.0,5.989206232684862e-06,0,1
7JthQ6zwNzfxRfIEjp6wUs,HIRAIDAI,1205276.0,66,5,3.198587503758341e-05,0.0,9.325767399113744e-06,0,1
08ZqXO40nMrhBoGma4kls2,SyKo,117715.0,58,10,6.397175007516681e-05,0.0,1.935612918288205e-05,0,1
5RRPSRJpISAWEPOeSfYuhV,Rino Gaetano,647105.0,55,12,7.676610009020017e-05,0.0,2.4889555652221617e-05,0,1
5XkrVVn0lQIVPkH55nbTgZ,R-chord,146283.0,45,28,0.00017912090021046705,0.010582010582010581,6.100550709795242e-05,0,1
0FEJqmeLRzsXj8hgcZaAyB,Indila,953840.0,68,5,3.198587503758341e-05,0.2,6.430882843166988e-06,0,1
7EK1bQADBoqbYXnT4Cqv9w,John Denver,1646622.0,67,5,3.198587503758341e-05,0.0,7.581651891639134e-06,0,1
24BYRlsS8uIO4jA71mJ4Js,Imran Khan,1500980.0,63,16,0.00010235480012026689,0.05,2.2948538883335827e-05,0,1
6sYR8JTRUUUzSD9IydLhfG,Guizmo,528654.0,52,30,0.00019191525022550042,0.016091954022988506,3.886039996481419e-05,0,1
5U1dINFKjJlYNOSdMrHlRh,16 Typh,162704.0,41,16,0.00010235480012026689,0.041666666666666664,3.108514429466769e-05,0,1
5r0Fhn5JfkbhPG8wXRu0iY,Xiao Qiu,11728.0,30,1,6.397175007516681e-06,0.0,2.998090753258574e-06,0,1
6GTyqYZ5IvCrYwpVoPqNkq,Ylona,141.0,4,4,2.5588700030066723e-05,0.0,8.438243832623759e-06,0,1
15EdXJSvJSrjOGXsIimK0d,Ameen Khattab,213478.0,33,49,0.00031346157536831735,0.013605442176870748,9.52685907923312e-05,0,1
5t8dw8yCWNAezW6wP3ZOGh,Alex Kunnari,4341.0,33,40,0.00025588700030066726,0.0,6.16686675569336e-05,0,1
5nPOO9iTcrs9k6yFffPxjH,Röyksopp,785861.0,62,65,0.00041581637548858424,0.008653846153846154,8.351688085675234e-05,0,1
5snNHNlYT2UrtZo5HCJkiw,Epik High,630279.0,56,103,0.0006589090257742181,0.02208261945554921,0.00015449849704249542,0,1
30ut8L4gmEz4vNr1zNhpbh,Ida Corr,19008.0,54,90,0.0005757457506765012,0.007240948813982522,0.00012738045393573475,0,1
64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,6287949.0,68,48,0.0003070644003608007,0.004432624113475178,9.255107823228479e-05,0,1
1FiQqcHOoNc3yLBnYq8UAE,6licium,430.0,19,0,0.0,0.0,9.754774718355528e-07,36,1
78rEst9B8h5utylmzIoUgb,Samuel Jack,10943.0,50,8,5.1177400060133446e-05,0.0,1.124597355514743e-05,0,1
1AACxWCwNIa3ecOBQJnXRV,Nino Freestyle,122160.0,50,88,0.0005629514006614679,0.1152037617554859,8.040648033630768e-05,0,1
6HYjkczJfUdGcwIGPOq5P2,Myra Granberg,26819.0,54,8,5.1177400060133446e-05,0.10714285714285714,1.1722227049433715e-05,0,1
6MlVGjgieHwMJCPBjU41dN,Maciej Musiałowski,18644.0,32,1,6.397175007516681e-06,0.0,2.2118572771773677e-06,0,1
27vSXvM0Ht2xGwRUUwpBAg,Jaylann,9149.0,36,4,2.5588700030066723e-05,0.16666666666666666,7.76718850889068e-06,0,1
2FgZrgTMX6Sk0VNcOsEPmm,Punch,262950.0,62,18,0.00011514915013530026,0.032679738562091505,2.7501613304278107e-05,0,1
05X5qdeeGgBQe115bTNlWu,Pede B,18460.0,40,83,0.0005309655256238845,0.007934175727299441,0.00014146186390620442,0,1
7J1vWiNwuDejpbK41xiuSH,Arrow,1510.0,0,1,6.397175007516681e-06,0.0,6.5031831455701735e-06,37,1
0z2GNeBgnQO3UPOmqpAi1X,Jeff,0.0,0,0,0.0,0.0,9.754774718355528e-07,38,1
6lESE9VeLV05vQBw8TB4YA,IT’S,1331.0,20,7,4.478022505261676e-05,0.0,1.6573379941485092e-05,0,1
5bbDzC9XXR8rxW9OIjAven,gazzzy,8811.0,52,1,6.397175007516681e-06,0.0,6.5031831455701735e-06,39,1
1WLKjYJX9YHSlwufclauhg,URBOYTJ,762615.0,52,29,0.00018551807521798375,0.046798029556650245,4.91913862845787e-05,0,1
3GmeMFpBRcVlf9OUwlsuo0,Jens Book-Jenssen,1776.0,21,9,5.757457506765013e-05,0.0,2.4120100120078782e-05,40,1
6CAOElXrWvhb594GKitCch,Trunks,32391.0,50,35,0.00022390112526308382,0.013445378151260505,4.897045968880497e-05,0,1
0WAZJYudbUpl0EOjvdrnRG,Julio Bashmore,67425.0,36,9,5.757457506765013e-05,0.0,1.4899954842406947e-05,0,1
